notes, tabs
G0;D2,E3;B3
A2;G0,G2;E3
B2;G0,B0;E3
D2;G0,B3;E3
E0;E1;G1,E0;D2;G0
E0,E0
G1;E1,G0;D2
E0,E0
C2;E2;C1;E1;G0;G1,B1;e0;A3;D2;E3;G0
C1,A3
G1;C2,G0;B1
C1,A3
G1;C2;G0,G0;B1;E3
B2,B0
G0,E3
G1;B2,G0;B0
G0,E3
G1;G0,G0;E3
A2,G2
G1,G0
G0,E3
D1,D0
G0,E3
G0;E2;G1;C1;E1;C2,E3;e0;G0;A3;D2;B1
G0;E2;G1;C1;C+2;E1,E3;e0;G0;A3;B2;D2
B1;E2;E0;E1;G1;B2,A2;e0;E0;D2;G0;B0
B1,A2
C1;E2;C2;E1;G1;G0,A3;e0;B1;D2;G0;E3
E1;E2;C+2;C1;G1;G0,D2;e0;B2;A3;G0;E3
G1;E2;E0;B2;B1;E1,G0;e0;E0;B0;A2;D2
B1,A2
C1;E2;E1;G0;G1;C2,A3;e0;D2;E3;G0;B1
C1;C2,A3;B1
B1;C2,A2;B1
E0;C2,E0;B1
F+0;C2,E2;B1
D1,D0
G0,E3
D2,B3
G0;E2,E3;e0
B2;G2;G0,B0;e3;E3
G0;A3,E3;e5
D1;A2;G0,D0;G2;E3
B2,G4
G0,E3
G0;B2,E3;G4
A2,G2
G1,G0
G0;G1,E3;G0
G0;D1,E3;D0
E1,D2
G1;G0,G0;E3
A2,G2
G1,G0
G1;G0,G0;E3
G0,E3
E2,e0
G0,E3
D2,B3
G0;E2,E3;e0
G0;G2,E3;e3
G0;A3,E3;e5
G0;A2,E3;G2
B2,G4
G0,E3
G0;B2,E3;G4
A2,G2
G1,G0
G0;G1,E3;G0
G0,E3
E1,D2
G0;G1,E3;G0
A2,G2
G1,G0
C1;C2,A3;B1
C1,A3
B2,B0
C1,A3
E1;C1,D2;A3
C1,A3
G1,G0
C1,A3
A2;C1,G2;A3
C1,A3
B2,B0
C1,A3
C1;D1,A3;D0
E1,D2
C1,A3
G1,G0
D1,D0
G1,G0
G0;A2,E3;G2
G1,G0
G0,E3
E2,e0
G0,E3
D2,B3
G0;B2,E3;B0
D+3,G20
G0,E3
G0;D1,E3;D0
E1,D2
G1;G0,G0;E3
A2,G2
G1,G0
G0,E3
G0,E3
G1,G0
G0,E3
C+3;D1,E33;D0
D1,D0
G0,E3
G0,E3
E2,e0
G0,E3
D2,B3
G0;E2,E3;e0
G0;G2;B2,E3;e3;B0
G0;A3,E3;e5
G0;A2;D1,E3;G2;D0
B2,G4
G0,E3
B2;G0,G4;E3
A2,G2
G1,G0
G0;G1,E3;G0
D1;G0,D0;E3
E1,D2
G1;G0,G0;E3
A2,G2
G1,G0
G1;G0,G0;E3
G0,E3
E2,e0
G0,E3
D2,B3
G0;E2,E3;e0
G0;G2,E3;e3
G0;A3,E3;e5
A2;G0,G2;E3
B2,G4
G0,E3
B2;G0,G4;E3
A2,G2
G1,G0
G1;G0,G0;E3
G0,E3
E1,D2
G1;G0,G0;E3
A2,G2
G1,G0
C2;C1,B1;A3
C1,A3
B2,B0
C1,A3
C1;E1,A3;D2
C1,A3
G1,G0
C1,A3
C1;A2,A3;G2
C1,A3
B2,B0
C1,A3
C1;D1,A3;D0
E1,D2
C1,A3
G1,G0
D1,D0
G1,G0
A2;G0,G2;E3
G1,G0
G0,E3
E2,e0
G0,E3
D2,B3
B2;G0,B0;E3
D+3,G20
G0,E3
G0;D1,E3;D0
E1,D2
G0;G1,E3;G0
A2,G2
G1,G0
G1;G0;B1;D1,G0;E3;A2;D0
END, END
A1,A0
C1,A3
D1,D0
E1,D2
G1,G0
E1;E2;C2;G1;C1,D2;e0;B1;G0;A3
D1;D2;F+1,A5;B3;D4
D1;E2;F+1;D2;G1,A5;e0;D4;B3;G0
G1;E2;D1;F+1;D2,G0;e0;A5;D4;B3
D2;E2;D1;G1;F+1,B3;e0;A5;G0;D4
D2;E2;F+1;G1;F+0;D1,B3;e0;D4;G0;E2;A5
F+1;E2;D2;D1;F+0;G1,D4;e0;B3;A5;E2;G0
F+0;E2;G1;D2;D1;F+1,E2;e0;G0;B3;A5;D4
D1;E2;F+0;F+1;D2;G1,A5;e0;E2;D4;B3;G0
END, END
F+0;D2;A2,E2;B3;G2
A2;D2;F+0,G2;B3;E2
F+0;D2;A2,E2;B3;G2
A2;D2;F+0,G2;B3;E2
F+0;D2;A2,E2;B3;G2
A1,A0
E0;C+2;E1;A2,E0;B2;D2;G2
G2,e3
G0;D2;G1;D1;B1,E3;B3;G0;D0;A2
D1,D0
A2;D2;F+0,G2;B3;E2
F+0;D2;A+2,E2;B3;G3
B2;D2;F+0,G4;B3;E2
F+0;D2;A2,E2;B3;G2
A2;D2;F+0,G2;B3;E2
F+0;D2;A2,E2;B3;G2
B2;D2;F+0,G4;B3;E2
A2;D2;F+0,G2;B3;E2
F+0;D2;A2,E2;B3;G2
B2;D2;F+0,G4;B3;E2
F+0;D2;A2,E2;B3;G2
B2;D2;F+0,G4;B3;E2
F+0;D2;A2,E2;B3;G2
A2;F+0;D2,G2;E2;B3
F+0;D2;A2,E2;B3;G2
B2;D2;F+0,G4;B3;E2
F+0;D2;A2,E2;B3;G2
A2;D2;F+0,G2;B3;E2
F+0;D2;B2,E2;B3;G4
A2;D2;F+0,G2;B3;E2
F+0;D2;B2,E2;B3;G4
A2;D2;F+0,G2;B3;E2
F+0;D2;A2,E2;B3;G2
A2;D2;F+0,G2;B3;E2
F+0;D2;B2,E2;B3;G4
A2;D2;F+0,G2;B3;E2
F+0;D2;A2,E2;B3;G2
B2;D2;F+0,G4;B3;E2
B2,G4
E1,D2
F+1,D4
B2,G4
A2,G2
E1,D2
F+1,D4
A2,G2
B2,G4
E1,D2
F+1,D4
B2,G4
A2,G2
E1,D2
F+1,D4
A2,G2
B2,G4
E1,D2
F+1,D4
B2,G4
A2,G2
E1,D2
F+1,D4
A2,G2
A2;D2;F+0,G2;B3;E2
B2;D2;F+0,G4;B3;E2
F+0;D2;A2,E2;B3;G2
A2;D2;F+0,G2;B3;E2
F+0;D2;A2,E2;B3;G2
B2;D2;F+0,G4;B3;E2
F+0;D2;A2,E2;B3;G2
A2;D2;F+0,G2;B3;E2
F+0;D2;B2,E2;B3;G4
A2;C+2;E1,G2;B2;D2
A2;F+2;D2,D7;B7;G7
D2;F+2;A2,G7;B7;D7
A2;F+2;D2,D7;B7;G7
D2;F+2;A2,G7;B7;D7
A2;E2;C+2,D7;B5;G6
B2;D2;G1;G0,G4;B3;D5;E3
D1;D2;A2;F+0,D0;B3;G2;E2
A2;D2;F+0,G2;B3;E2
B2;D2;F+0,G4;B3;E2
F+0;D2;A2,E2;B3;G2
A2;D2;F+0,G2;B3;E2
F+0;D2;A2,E2;B3;G2
B2;D2;F+0,G4;B3;E2
F+0;D2;A2,E2;B3;G2
A2;D2;F+0,G2;B3;E2
F+0;D2;B2,E2;B3;G4
E1;C+2;A2,D2;B2;G2
D2;F+2;A2,G7;B7;D7
A2;F+2;D2,D7;B7;G7
D2;F+2;A2,G7;B7;D7
A2;E2;C+2,D7;B5;G6
G1;D2;G0;B2,D5;B3;E3;G4
D1;D2;A2;F+0,D0;B3;G2;E2
F+0,E2
D2,B3
A1,E5
F+0,E2
D2,B3
G0;D2;G1,E3;B3;G0
G1;D2;G0,G0;B3;E3
G0,E3
E0,E0
D2,B3
G0,E3
E0,E0
D2,B3
D1;D2;A2,D0;B3;G2
B2;D2;D1,G4;B3;D0
D1;D2;A2,D0;B3;G2
A2;D2;D1,G2;B3;D0
D1;D2;B2,D0;B3;G4
A2;D2;D1,G2;B3;D0
D1;D2;A2,D0;B3;G2
B2;D2;D1,G4;B3;D0
A1;E2;C+2,E5;B5;G6
C+2;E2;A1,G6;B5;E5
C+2;A1;F+2,G6;E5;B7
A1;E2;C+2,E5;B5;G6
B2;D2;G0,G4;B3;E3
G0;D2;B2,E3;B3;G4
B2;E2;G0,G4;B5;E3
G0;D2;B2,E3;B3;G4
D1,D0
F+0;D2;A2,E2;B3;G2
C2,B1
B2,G4
E1,D2
F+1,D4
B2,G4
A2,G2
E1,D2
F+1,D4
A2,G2
B2,G4
E1,D2
F+1,D4
B2,G4
A2,G2
E1,D2
F+1,D4
A2,G2
B2,G4
E1,D2
F+1,D4
B2,G4
A2,G2
E1,D2
F+1,D4
A2,G2
B2,G4
E1,D2
F+1,D4
B2,G4
A2,G2
E1,D2
F+1,D4
A2,G2
END, END
G0;A+2;G1;D1,E3;G3;D5;A5
G0;A+2;D1;G1,E3;G3;A5;D5
G0;D1;G1,E3;A5;D5
C1;F0;F1,A3;E1;D3
F0;C1;F1,E1;A3;D3
F1;A+2;A+1,D3;G3;A1
G0;A+2;G1;D1,E3;G3;D5;A5
G0;A+2;D1;G1,E3;G3;A5;D5
G1;C2;C1,D5;G5;A3
C1;C2;G1,A3;G5;D5
G1;C2;C1,D5;G5;A3
A+1;A+2;F1,A1;G3;D3
C2;E2,G5;B5
C+2;F2,G6;B6
C2;E2,G5;B5
C+2;F2,G6;B6
C2;E2,G5;B5
A+2;D2,G3;B3
G1;C2;C1,D5;G5;A3
C1;C2;G1,A3;G5;D5
G1;C2;C1,D5;G5;A3
F0;F1;C1,E1;D3;A3
C1;F1;F0,A3;D3;E1
G1;G0;D1,D5;E3;A5
D1;A+2;G0;G1,A5;G3;E3;D5
G0;A+2;G1;D1,E3;G3;D5;A5
G0;D1;G1,E3;A5;D5
F1;C1;F0,D3;A3;E1
F0;C1;F1,E1;A3;D3
G1;D1;G0,D5;A5;E3
G0;D1,E3;A5
G0;D1,E3;A5
D1;G0,A5;E3
G0;D1,E3;A5
D1;G0,A5;E3
G0;D1,E3;A5
G0;D1,E3;A5
G0;D1,E3;A5
C1;F0,A3;E1
F1;A+1,D3;A1
D1;G0,A5;E3
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
C2,G5
F2,B6
C2,G5
F2,B6
D2;G2,G7;B8
G0;D1;A+2;G1,E3;A5;G3;D5
G0;D1;G1;A+2,E3;A5;D5;G3
G0;D1;G1,E3;A5;D5
F1;C1;F0,D3;A3;E1
F0;C1;F1,E1;A3;D3
A+2;A+1;F1,G3;A1;D3
G1;D1;A+2;G0,D5;A5;G3;E3
A+2;D1;G1;G0,G3;A5;D5;E3
C2;C1;G1,G5;A3;D5
G1;C1;C2,D5;A3;G5
G1;C1;C2,D5;A3;G5
A+2;A+1;F1,G3;A1;D3
C2;E2,G5;B5
C+2;F2,G6;B6
C2;E2,G5;B5
C+2;F2,G6;B6
C2;E2,G5;B5
A+2;D2,G3;B3
C1;C2;G1,A3;G5;D5
G1;C2;C1,D5;G5;A3
C1;G1;C2,A3;D5;G5
F0;F1;C1,E1;D3;A3
C1;F1;F0,A3;D3;E1
G0;G1;D1,E3;D5;A5
G0;G1;D1;A+2,E3;D5;A5;G3
A+2;G1;D1;G0,G3;D5;A5;E3
D1;G1;G0,A5;D5;E3
F0;F1;C1,E1;D3;A3
C1;F1;F0,A3;D3;E1
G0;G1;D1,E3;D5;A5
D1;G0,A5;E3
D1;G0,A5;E3
D1;G0,A5;E3
D1;G0,A5;E3
D1;G0,A5;E3
G0;D1,E3;A5
D1;G0,A5;E3
D1;G0,A5;E3
F0;C1,E1;A3
F1;A+1,D3;A1
G0;D1,E3;A5
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
C2,G5
F2,B6
C2,G5
F2,B6
D2;G2,G7;B8
A+2;G1;D1;G0,G3;D5;A5;E3
A+2;G1;G0;D1,G3;D5;E3;A5
G0;G1;D1,E3;D5;A5
C1;F1;F0,A3;D3;E1
F0;F1;C1,E1;D3;A3
A+1;F1;A+2,A1;D3;G3
G0;G1;A+2;D1,E3;D5;G3;A5
G0;D1;A+2;G1,E3;A5;G3;D5
G1;C2;C1,D5;G5;A3
C1;C2;G1,A3;G5;D5
G1;C2;C1,D5;G5;A3
A+1;A+2;F1,A1;G3;D3
C2;E2,G5;B5
C+2;F2,G6;B6
C2;E2,G5;B5
C+2;F2,G6;B6
C2;E2,G5;B5
A+2;D2,G3;B3
C2;G1;C1,G5;D5;A3
C1;G1;C2,A3;D5;G5
C2;G1;C1,G5;D5;A3
C1;F1;F0,A3;D3;E1
F0;F1;C1,E1;D3;A3
D1;G1;G0,A5;D5;E3
D1;G1;A+2;G0,A5;D5;G3;E3
G0;G1;A+2;D1,E3;D5;G3;A5
G0;G1;D1,E3;D5;A5
C1;F1;F0,A3;D3;E1
F0;F1;C1,E1;D3;A3
D1;G1;G0,A5;D5;E3
D1;G0,A5;E3
D1;G0,A5;E3
D1;G0,A5;E3
D1;G0,A5;E3
D1;G0,A5;E3
D1;G0,A5;E3
G0;D1,E3;A5
G0;D1,E3;A5
F0;C1,E1;A3
A+1;F1,A1;D3
D1;G0,A5;E3
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
C2,G5
F2,B6
C2,G5
F2,B6
D2;G2,G7;B8
G0;A+2;G1;D1,E3;G3;D5;A5
G0;A+2;D1;G1,E3;G3;A5;D5
G0;D1;G1,E3;A5;D5
C1;F0;F1,A3;E1;D3
F0;C1;F1,E1;A3;D3
F1;A+2;A+1,D3;G3;A1
D1;G1;A+2;G0,A5;D5;G3;E3
D1;G1;G0;A+2,A5;D5;E3;G3
C1;G1;C2,A3;D5;G5
C2;G1;C1,G5;D5;A3
C2;C1;G1,G5;A3;D5
F1;A+1;A+2,D3;A1;G3
C2;E2,G5;B5
C+2;F2,G6;B6
C2;E2,G5;B5
C+2;F2,G6;B6
C2;E2,G5;B5
A+2;D2,G3;B3
C2;G1;C1,G5;D5;A3
G1;C1;C2,D5;A3;G5
G1;C1;C2,D5;A3;G5
F0;F1;C1,E1;D3;A3
F1;C1;F0,D3;A3;E1
G1;D1;G0,D5;A5;E3
A+2;G1;G0;D1,G3;D5;E3;A5
G1;G0;D1;A+2,D5;E3;A5;G3
D1;G0;G1,A5;E3;D5
F1;F0;C1,D3;E1;A3
F1;F0;C1,D3;E1;A3
G0;D1;G1,E3;A5;D5
D1;G0,A5;E3
G0;D1,E3;A5
G0;D1,E3;A5
G0;D1,E3;A5
G0;D1,E3;A5
G0;D1,E3;A5
D1;G0,A5;E3
D1;G0,A5;E3
C1;F0,A3;E1
A+1;F1,A1;D3
D1;G0,A5;E3
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
F2,G10
A+3,B11
C2,G5
F2,B6
C2,G5
F2,B6
D2;G2,G7;B8
C+2,B2
D2,B3
G2,e3
D2,B3
F2,B6
F+2,B7
G2,e3
F2,B6
C2,G5
A+2,G3
G1,D5
F1,D3
D1,A5
C+1,A4
C1,A3
A+1,E6
G0,E3
A+1,E6
C1,A3
C+1,A4
D1,A5
F1,D3
G1,D5
D2;A+2,B3;G3
B2;D+2,G4;B4
G1,D5
G1,G0
C2,G5
D2,G7
F2,B6
D2,G7
F2,B6
D2,G7
C2,G5
A+2,G3
G1,D5
D1,A5
D1,D0
F1,D3
D1,A5
F1,D3
D1,A5
C1,A3
A+1,E6
G0,E3
G0,E3
G0,E3
C2,G5
D2,G7
F2,B6
D2,G7
D2,B3
G2,e3
D2,B3
F+2,B7
D2,B3
A+2,G3
C2,G5
F1,D3
G0,E3
G1,D5
A+2;D2,G3;B3
B2;D+2,G4;B4
G1,D5
G1,D5
A+2;D2,G3;B3
B2;D+2,G4;B4
G1,D5
A+2;D2,G3;B3
B2;D+2,G4;B4
G1,D5
F1,D3
D1,A5
C+1,A4
C1,A3
A+1,E6
G0,E3
G0,E3
A+1,E6
C1,A3
C+1,A4
D1,A5
F1,D3
F1,D3
G1,D5
A+2,G3
F1,D3
B2,G4
G1,D5
C+2,B2
D2,B3
G2,e3
D2,B3
F2,B6
G2,e3
F2,B6
C2,G5
A+2,G3
G1,D5
F1,D3
D1,A5
C+1,A4
C1,A3
A+1,E6
G0,E3
G0,E3
A+1,E6
C1,A3
D1,A5
F1,D3
G1,D5
D2;A+2,B3;G3
G1,D5
D2,G7
F2,B6
D2,G7
F2,B6
C2,G5
A+2,G3
G1,D5
G1,D5
F1,D3
D1,A5
D1,A5
F1,D3
D1,A5
F1,D3
D1,A5
C1,A3
A+1,E6
G0,E3
G0,E3
G0,E3
D2,G7
F2,B6
D2,G7
G2,e3
D2,B3
F2,B6
C2,G5
D2,B3
C2,G5
A+2,G3
G1,D5
F+1,D4
G1,D5
D2;A+2,B3;G3
G1,D5
F+1,D4
G1,D5
D2;A+2,B3;G3
G1,D5
D2;A+2,B3;G3
G1,D5
F1,D3
D1,A5
C+1,A4
C1,A3
A+1,E6
G0,E3
G0,E3
A+1,E6
C1,A3
C+1,A4
D1,A5
F1,D3
F1,D3
G1,D5
G0,E3
A+1,E6
G0,E3
END, END
G+0;G+2;D+2;C+2;G+1;D+1,E4;e4;B4;G6;D6;A6
D+1;G+2;G+1;D+2;G+0;B2,A6;e4;D6;B4;E4;G4
B2;B3;E1;E2;G+2,D9;e7;A7;G9;B9
F+1;G+2;A+1;C+1;C+2;D+2,D4;e4;E6;A4;G6;B4
F+2;B3;D+2;B1;B2;F+1,B7;e7;G8;E7;D9;A9
F+1;B3;F+2;A+2;E2;B1,A9;e7;B7;D8;G9;E7
C+2;A+3;A+2;D+1;F+2,G6;e6;D8;A6;B7
G+0,E4
G+1;C+2;D+1,D6;G6;A6
G+1;C+2,D6;G6
G+1;C+2,D6;G6
G+1;C+2,D6;G6
B2;E1,D9;A7
B2;E2,D9;G9
B2;E2,D9;G9
B2;E2,D9;G9
B2;G+2;E2,D9;B9;G9
G+0,E4
A+1,E6
C+1;C+2;F+1,A4;G6;D4
F+1;C+2,D4;G6
F+1;C+2,D4;G6
F+1;B2,D4;G4
F+1;C+2,D4;G6
F+1;B2,D4;G4
B1,E7
F+1;D+2;B2,A9;G8;D9
F+1;A+2;E2,A9;D8;G9
A+2;E2;F+1,D8;G9;A9
A+2;F+1;E2,D8;A9;G9
E2;G+2;B2;E1,G9;B9;D9;A7
B1;F+2;B2;D+2;F+1,E7;B7;D9;G8;A9
C+2;F+2;D+1;A+2,G6;B7;A6;D8
E2;G+2;B2;E1,G9;B9;D9;A7
B1;F+2;D+2;F+1;B2,E7;B7;G8;A9;D9
A+2;F+2;D+1;C+2,D8;B7;A6;G6
B2;E1;G+2;E2,D9;A7;B9;G9
G+1;D+1;G+0;D+2;B2,D6;A6;E4;B4;G4
F+2;D+1;C+2;A+2,B7;A6;G6;D8
E2;E1;G+2;B2,G9;A7;B9;D9
B2;F+1;F+2;D+2;B1,D9;A9;B7;G8;E7
F+2;D+1;A+2;C+2,B7;A6;D8;G6
B2;E1;G+2;E2,D9;A7;B9;G9
G+1;B2,D6;G4
C+2;A+2,G6;D8
D+2;B2,G8;D9
E2;C+2,G9;D11
B3;F+2,G16;D16
B2;G+1,G4;D6
A+2;C+2,D8;G6
D+2;B2,G8;D9
E2;C+2,G9;D11
F+2;C+2,G11;D11
E2;B3;E1;B2;G+2,G9;e7;A7;D9;B9
D+1;A+3;F+2;A+2;C+2,A6;e6;B7;D8;G6
D+2;G+2;G+0;D+1;G+1;B2,B4;e4;E4;A6;D6;G4
B1;B3;F+2;D+2;B2;F+1,E7;e7;B7;G8;D9;A9
END, END
D1,D0
E1,D2
F1,D3
G1,D5
A2,G2
E1,D2
A1,A0
A2,G2
G1,G0
F1,D3
G1,G0
A2,G2
B2,G4
C2,G5
G1,G0
C1,A3
C2,G5
B2,G4
A2,G2
B2,G4
C2,G5
D2,B3
E2,B5
B2,G4
E1,D2
A2;A3;E2;A1;E1;C2,D7;e5;B5;E5;A7;G5
A+1;A+3;D2;F2;A+2;F1,E6;e6;G7;B6;D8;A8
F0;F2;A2;F1;C2,E1;e1;G2;D3;B1
D2;G2;G0;D1;G1,B3;e3;E3;D0;G0
F0;F2;C2;A2;F1,E1;e1;B1;G2;D3
G+1;E2;B2;E0;E1;B1,G1;e0;B0;E0;D2;A2
F1;F2;F0;A2;C2,D3;e1;E1;G2;B1
A2,G2
F1,D3
E1,D2
A2;D2;D1,D7;G7;A5
A1,A0
F0,E1
A2;D2;D1,D7;G7;A5
A+2,E18
A+1;A+2;F1,A1;G3;D3
F1;A+2;A+1,D3;G3;A1
A+1,A1
A+1,A1
C1,A3
A+1,A1
A1,A0
A1,A0
A+1;A+2;F1,A1;G3;D3
F1;A+2;A+1,D3;G3;A1
A+1,A1
D1;D2;A2,A5;G7;D7
A1,A0
F0,E1
A2;D2;D1,D7;G7;A5
D2,E22
F1;A+2;A+1,D3;G3;A1
F1;A+2;A+1,D3;G3;A1
A+1,A1
A+1,A1
C1,A3
A+1,A1
A1,A0
A1,A0
F1;A+1;A+2,D3;A1;G3
A+2;A+1;F1,G3;A1;D3
F1;A+1;A+2,D3;A1;G3
C2;C1;G1,G5;A3;D5
F1;C1;A+2,D3;A3;G3
C2;C1;G1,G5;A3;D5
A+2;F1,G3;D3
C2;C1;G1,G5;A3;D5
D1,A5
E1,A7
C2;D1;E2;G1,G5;A5;B5;D5
D2;D1;A2,G7;A5;D7
A2;D1;D2,D7;A5;G7
C2;D1;G1,G5;A5;D5
A2;D1;D2,D7;A5;G7
D1,A5
E1,A7
G1;C2,D5;G5
A2;D2,D7;G7
G1;C2,D5;G5
D2,G7
E2,G9
C2,G5
G1;C2;C1,D5;G5;A3
C1;C2;G1,A3;G5;D5
A1,A0
G1;C1;C2,D5;A3;G5
A1,A0
A+1,A1
C2;C1;G1,G5;A3;D5
G1;C1;C2,D5;A3;G5
A+2;A+1;F1,G3;A1;D3
F1;A+1;A+2,D3;A1;G3
A+2;A+1;F1,G3;A1;D3
A+1,A1
A1,A0
A2,E17
A2;D1;D2,D7;A5;G7
A1,A0
F0,E1
D2;D1;A2,G7;A5;D7
A+2,E18
A+2;A+1;F1,G3;A1;D3
A+2;A+1;F1,G3;A1;D3
A+1,A1
A+1,A1
C1,A3
A+1,A1
A1,A0
A1,A0
A+1;A+2;F1,A1;G3;D3
F1;A+2;A+1,D3;G3;A1
A+1,A1
D1;D2;A2,A5;G7;D7
A1,A0
F0,E1
D1;D2;A2,A5;G7;D7
D2,E22
F1;A+2;A+1,D3;G3;A1
F1;A+2;A+1,D3;G3;A1
A+1,A1
A+1,A1
C1,A3
A+1,A1
A1,A0
A1,A0
F1;A+2;A+1,D3;G3;A1
F1;A+2;A+1,D3;G3;A1
A+1;A+2;F1,A1;G3;D3
C1;G1;C2,A3;D5;G5
A+2;F1;C1,G3;D3;A3
C1;G1;C2,A3;D5;G5
A+2;F1,G3;D3
C1;G1;C2,A3;D5;G5
D1,A5
E1,A7
D1,A5
E1,A7
D1,A5
E1,A7
D1,A5
D1;A2,A5;D7
D1;A2;D2,A5;D7;G7
C2;G1;D1,G5;D5;A5
D1;A2;D2,A5;D7;G7
C2,G5
C2,G5
A+2,G3
C2,G5
A+2,G3
A2,G2
G1,D5
A2,G2
G1,D5
F1,D3
E1,D2
D1,A5
C2;G1;C1,G5;D5;A3
C1;G1;C2,A3;D5;G5
A1,A0
C1;G1;C2,A3;D5;G5
A1,A0
A+1,A1
C1;G1;C2,A3;D5;G5
G1;C2;C1,D5;G5;A3
A+1;A+2;F1,A1;G3;D3
F1;A+2;A+1,D3;G3;A1
A+1;A+2;F1,A1;G3;D3
A+1,A1
A1,A0
A2,E17
G2,G12
A3,G14
A3,B10
D3,e10
C3,B13
A3,B10
G2,G12
A3,G14
A3,B10
D3,e10
C3,B13
A3,B10
G2,G12
A3,G14
A3,B10
D3,e10
C3,B13
A3,B10
G2,G12
A3,G14
A3,B10
D3,e10
C3,B13
A3,B10
D3,e10
F3,e13
D3,e10
C3,B13
D3,e10
C3,B13
A3,B10
C3,B13
A3,B10
G2,G12
F2,G10
G2,G12
F2,G10
D2,D12
F2,G10
D2,D12
C2,D10
D2,D12
C2,D10
D2,D12
F2,G10
F2,G10
G2,G12
G2,G12
F2,G10
G2,G12
A3,G14
C3,B13
C3,B13
C3,B13
A3,B10
C3,B13
D3,e10
F3,e13
E3,e12
D3,e10
G3,e15
F3,e13
E3,e12
G+3,e16
G3,e15
F3,e13
A+4,e18
G+3,e16
G3,e15
C4,e20
C4,e20
A+4,e18
A4,e17
C4,e20
D4,e22
C4,e20
D4,e22
A+4,e18
C4,e20
C4,e20
A4,e17
A+4,e18
C4,e20
A4,e17
A+4,e18
A4,e17
A4,e17
A+4,e18
A4,e17
G3,B20
A4,e17
F3,B18
G3,B20
A4,e17
A+4,e18
A4,e17
G3,B20
A4,e17
G3,B20
E3,B17
F3,B18
E3,B17
D3,G19
E3,B17
D3,G19
C3,G17
A+3,D20
C3,G17
A+3,D20
A3,D19
G2,D17
F2,A20
G2,D17
E2,A19
G2,D17
E2,A19
C4,e20
D4,e22
C4,e20
A4,e17
C4,e20
A4,e17
A+4,e18
A4,e17
A+4,e18
A4,e17
G3,B20
A4,e17
G3,B20
E3,B17
F3,B18
E3,B17
F3,B18
E3,B17
F3,B18
E3,B17
G3,B20
A4,B22
C4,e20
G3;C4,B20;e20
F3,e13
D3,e10
C3,B13
D3,e10
C3,B13
A3,B10
F3,e13
D3,e10
C3,B13
D3,e10
C3,B13
A3,B10
F3,e13
D3,e10
D3,e10
D3,e10
C3,B13
A3,B10
F3,e13
D3,e10
D3,e10
D3,e10
C3,B13
A3,B10
F3,e13
D3,e10
C3,B13
D3,e10
C3,B13
A3,B10
F3,e13
D3,e10
C3,B13
D3,e10
C3,B13
A3,B10
F3,e13
D3,e10
C3,B13
D3,e10
C3,B13
A3,B10
F3,e13
D3,e10
C3,B13
D3,e10
C3,B13
A3,B10
F3,e13
D3,e10
C3,B13
D3,e10
C3,B13
A3,B10
A+3,B11
A3,B10
G2,G12
A3,B10
G2,G12
E2,G9
F2,G10
E2,G9
D2,G7
E2,G9
D2,G7
C2,G5
D2,G7
C2,G5
A2,D7
E2,B5
F2,B6
A3,e5
G2,B8
G+2,B9
A3,B10
C3,e8
G+2,B9
F2,B6
D2,G7
D2,G7
D2,G7
C2,G5
F2,B6
E2,B5
D2,G7
C2,G5
A+2,D8
A2,D7
G1,D5
F1,A8
G1,D5
F1,A8
E1,A7
D1,A5
E1,A7
F1,A8
G1,D5
F1,A8
E1,A7
D1,A5
C+1,A4
D1,A5
E1,A7
A2,A12
A+2,A13
A2,A12
A+2,A13
A2,A12
F2,A20
A1,A0
D2;A2;D1,G7;D7;A5
A1,A0
F0,E1
D1;A2;D2,A5;D7;G7
A+2,E18
A+1;F1;A+2,A1;D3;G3
A+2;F1;A+1,G3;D3;A1
A+1,A1
A+1,A1
C1,A3
A+1,A1
A1,A0
A1,A0
F1;A+1;A+2,D3;A1;G3
A+2;A+1;F1,G3;A1;D3
A+1,A1
D1;A2;D2,A5;D7;G7
A1,A0
F0,E1
D2;A2;D1,G7;D7;A5
D2,E22
A+2;F1;A+1,G3;D3;A1
A+2;F1;A+1,G3;D3;A1
A+1,A1
A+1,A1
C1,A3
A+1,A1
A1,A0
A1,A0
A+1;F1;A+2,A1;D3;G3
A+2;F1;A+1,G3;D3;A1
A+1;F1;A+2,A1;D3;G3
C1;C2;G1,A3;G5;D5
F1;A+2;C1,D3;G3;A3
C1;C2;G1,A3;G5;D5
F1;A+2,D3;G3
C1;C2;G1,A3;G5;D5
D1,A5
E1,A7
D1,A5
E1,A7
D1,A5
E1,A7
D1,A5
D1;A2,A5;D7
D1;D2;A2,A5;G7;D7
C2;D1;G1,G5;A5;D5
A2;D2;D1,D7;G7;A5
